train_loss,test_loss,train_acc,test_acc,step_time,gap,sat_ratio
0.28994606705882664,0.38836549773812296,90.016,86.79,0.011818920559895313,0.09841943067929632,
0.2869630680059838,0.40105583786964416,90.048,86.4,0.012051380503817898,0.11409276986366035,
0.28601526036439345,0.46082392171025277,90.19,85.51,0.011692906279698052,0.17480866134585932,
0.27313412977454,0.4365772238373756,90.606,85.88,0.012125033551774671,0.16344309406283564,
0.27416223493378483,0.36162944734096525,90.792,87.97,0.011950114194084616,0.08746721240718042,
0.26128268819254685,0.3868447820842266,91.17,87.06,0.011978892109278218,0.12556209389167977,
0.2664381614731401,0.38960838198661807,90.81,86.97,0.011675349891643086,0.12317022051347798,
0.25560653003890194,0.3808163626492023,91.19,87.68,0.01157506713476937,0.1252098326103004,
0.2473519986014232,0.35918140470981597,91.484,87.81,0.011738510692820829,0.11182940610839276,
0.24879575587447036,0.44529132544994354,91.526,85.71,0.011588689921152256,0.19649556957547318,
0.23554953359200825,0.41366875290870664,91.898,86.73,0.011352040883525254,0.17811921931669839,
0.23511933659196205,0.37219290614128114,91.884,88.08,0.011733131945285651,0.1370735695493191,
0.22950145828983057,0.33121391385793686,92.176,89.45,0.011608268293883185,0.10171245556810629,
0.22441330554006655,0.42960842490196227,92.226,86.49,0.011956756986925363,0.20519511936189572,
0.2163146264336603,0.3627633336186409,92.532,88.02,0.011759802508537117,0.14644870718498057,
0.21231115245453233,0.4385132195055485,92.626,86.38,0.011498767091795002,0.22620206705101617,
0.2008016975334538,0.3473217582702637,93.184,88.7,0.01183171040566681,0.14652006073680987,
0.1913212843601356,0.4068214201927185,93.472,87.5,0.011916617298370126,0.2155001358325829,
0.19635495213825074,0.39314880296587945,93.224,87.78,0.0117652184518097,0.1967938508276287,
0.18939798809302127,0.33631701916456225,93.654,88.8,0.012018460446916273,0.14691903107154097,
0.17455186901609307,0.3405982911586761,94.036,89.1,0.012076256525181139,0.16604642214258306,
0.1706931483372093,0.3575189146399498,94.148,88.81,0.011807220366299914,0.18682576630274048,
0.17067055763376643,0.30679969683289526,94.082,89.94,0.011583719716962341,0.13612913919912883,
0.15982250592021077,0.37303801625967026,94.554,88.28,0.011785473665008154,0.21321551033945949,
0.15034359848827047,0.3602091307193041,94.938,88.71,0.01187236900524715,0.20986553223103363,
0.14682150846513944,0.3198473759740591,94.86,89.85,0.011620038610590083,0.17302586750891966,
0.13918699256485076,0.3636405809223652,95.202,88.41,0.011707935186908068,0.22445358835751442,
